2.983871e+06 1.238339e+06 -1.552853e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.517800e+24 1.464200e+04 1.375300e+13
-6.489097e+05 -2.040820e+06 -2.874384e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.517800e+24 1.464200e+04 1.375300e+13
-2.983871e+06 -1.238339e+06 1.552853e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.517800e+24 1.464200e+04 1.375300e+13
-7.602238e+06 2.403425e+06 5.973286e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-8.741836e+06 -1.751416e+06 4.445631e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-9.505096e+06 2.978831e+06 -1.779638e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-5.135060e+06 8.413375e+06 1.448153e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
2.039056e+04 7.402792e+06 6.666998e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
1.735919e+06 7.403170e+05 9.782153e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-6.908903e+05 -6.225396e+06 7.747129e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-4.836837e+06 -8.550454e+06 1.657048e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-7.308172e+06 -4.847042e+06 -4.727350e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-5.964970e+06 2.297340e+06 -7.641547e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-1.128360e+06 8.164918e+06 -5.595813e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
4.659062e+06 8.802816e+06 -2.357942e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
8.131782e+06 3.500943e+06 4.568222e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
7.360963e+06 -4.441726e+06 5.033763e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
3.329467e+06 -9.388554e+06 1.442988e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-1.133879e+05 -7.227285e+06 -6.855986e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
1.243706e+06 2.382889e+05 -9.881687e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
7.203221e+06 4.036409e+06 -5.574143e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
9.267475e+06 -3.188104e+06 -1.789214e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
7.602238e+06 -2.403425e+06 -5.973286e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.932200e+24 1.345900e+04 1.222300e+13
-9.297335e+06 1.085611e+07 9.390822e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-7.946322e+06 1.391961e+07 5.965852e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-2.998990e+06 1.288269e+07 1.084162e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-4.705679e+06 6.788077e+06 1.497542e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.073150e+07 2.158623e+06 1.313972e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.550207e+07 2.530677e+06 6.765650e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.552727e+07 7.167691e+06 1.589138e+05 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.075456e+07 1.294947e+07 -3.021795e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-3.611186e+06 1.665364e+07 -1.452563e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
2.712736e+06 1.644701e+07 3.826254e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
5.744736e+06 1.234874e+07 1.034370e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
4.537480e+06 5.879926e+06 1.540505e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-2.442105e+05 -7.248704e+05 1.708453e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-6.778753e+06 -5.363736e+06 1.475620e+07 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.281088e+07 -6.715001e+06 9.125230e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.638149e+07 -4.547055e+06 1.863297e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
-1.636133e+07 3.235855e+05 -4.969129e+06 0.000000e+00 0.000000e+00 0.000000e+00 5.816600e+24 1.120700e+04 9.458800e+12
